Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
internal_long_Flavi_NS4B_3_internal_10	109	27	221	24	134	67	90	199	174
internal_long_Flavi_NS4B_3_internal_2	328	733	629	126	768	213	254	411	589
internal_long_Flavi_NS4B_3_internal_3	31	84	25	41	172	43	13	87	247
internal_long_Flavi_NS4B_3_internal_4	320	505	662	190	885	186	168	509	566
internal_long_Flavi_NS4B_3_internal_5	359	290	398	75	775	152	208	670	675
internal_long_Flavi_NS4B_3_internal_6	95	161	168	12	252	77	20	197	202
internal_long_Flavi_NS4B_3_internal_7	199	16	602	117	384	149	108	514	441
internal_long_Flavi_NS4B_3_internal_8	236	458	315	59	574	188	136	228	531
internal_long_Flavi_NS4B_3_internal_9	99	115	213	3	271	120	52	121	280
internal_long_Flavi_NS4B_4_internal_1	0	59	127	0	0	0	0	0	0
internal_long_Flavi_NS4B_5_internal_1	0	274	342	0	0	0	0	445	170
internal_long_Flavi_NS4B_5_internal_2	0	0	70	0	146	0	0	184	0
internal_long_Flavi_NS5A_1_internal_1	34	229	97	0	155	0	0	80	81
internal_long_Flavi_NS5A_1_internal_2	30	162	127	0	256	0	0	185	176
internal_long_Flavi_NS5A_1_internal_3	0	103	409	0	0	0	0	219	0
internal_long_Flavi_NS5A_1_internal_4	0	368	317	0	0	0	0	128	142
internal_long_Flavi_NS5A_1_internal_5	0	224	238	0	0	0	0	292	0
internal_long_Flavi_NS5B_1_internal_1	156	155	766	0	0	0	250	0	291
internal_long_Flavi_NS5B_1_internal_10	119	219	577	0	0	200	102	0	246
internal_long_Flavi_NS5B_1_internal_11	37	94	456	0	0	0	0	0	155
internal_long_Flavi_NS5B_1_internal_2	52	180	438	0	132	0	222	0	200
internal_long_Flavi_NS5B_1_internal_3	55	131	352	0	0	0	0	0	174
internal_long_Flavi_NS5B_1_internal_4	122	239	474	0	0	0	0	0	176
internal_long_Flavi_NS5B_1_internal_5	67	0	263	0	0	0	105	84	122
internal_long_Flavi_NS5B_1_internal_6	339	351	1187	0	0	136	361	241	571
internal_long_Flavi_NS5B_1_internal_7	66	0	195	0	0	68	155	78	108
internal_long_Flavi_NS5B_1_internal_8	95	0	330	0	0	68	293	0	193
internal_long_Flavi_NS5B_1_internal_9	277	446	1363	0	0	247	343	206	662
internal_long_Flavi_N_PRO_1_internal_1	76	213	482	0	0	0	0	0	92
internal_long_Flavi_N_PRO_1_internal_2	84	0	351	0	0	0	94	0	79
internal_long_Flavi_N_PRO_1_internal_3	49	0	380	0	228	0	87	0	85
internal_long_Flavi_N_PRO_1_internal_4	89	281	508	0	0	0	0	0	113
internal_long_Flavi_PREM_1_internal_1	130	0	743	0	174	0	0	0	184
internal_long_Flavi_PREM_1_internal_2	32	0	233	0	0	0	0	52	0
internal_long_Flavi_PREM_3_internal_1	208	488	564	117	0	0	0	521	415
internal_long_Flavi_PREM_3_internal_2	90	247	217	51	16	9	14	293	122
internal_long_Flavi_PREM_3_internal_3	94	96	263	58	12	7	20	148	169
internal_long_Flavi_PREM_3_internal_4	132	503	411	147	0	0	0	637	504
internal_long_Flavi_PREM_3_internal_5	78	142	161	14	50	28	54	81	120
internal_long_Flavi_PREM_3_internal_6	415	827	827	179	294	19	57	1135	550
internal_long_Flavi_PREM_3_internal_7	174	250	570	0	0	0	0	401	397
internal_long_Flavi_PREM_3_internal_8	70	139	257	0	0	0	0	133	138
internal_long_Flavi_PREM_3_internal_9	90	0	258	0	0	0	80	125	115
internal_long_Flavi_PREM_4_internal_1	35	0	373	0	0	0	0	317	0
internal_long_Flavi_PR_1_internal_1	1	192	168	16	350	44	21	154	23
internal_long_Flavi_PR_1_internal_2	0	0	36	25	147	0	32	54	0
internal_long_Flavi_RNASE_1_internal_1	68	0	396	0	0	0	92	0	98
internal_long_Flavi_RNASE_1_internal_2	54	0	546	0	0	0	0	0	158
internal_long_Flavi_RNASE_1_internal_3	0	0	426	0	0	78	108	0	161
internal_long_Flavi_RNASE_1_internal_4	0	0	753	0	0	0	0	0	90
internal_long_Flavi_RNASE_1_internal_5	0	0	243	0	0	71	74	0	90
internal_long_Hanta_G2_1_internal_1	193	0	264	0	0	164	194	0	116
internal_long_Hanta_G2_1_internal_2	591	259	288	8	346	395	257	220	64
internal_long_Hanta_G2_1_internal_3	21	0	187	0	63	69	109	0	45
internal_long_Hanta_N_1_internal_1	0	139	194	68	0	193	96	72	0
internal_long_Hanta_N_1_internal_10	39	116	191	15	71	108	106	45	9
internal_long_Hanta_N_1_internal_11	86	193	179	35	82	243	126	135	11
internal_long_Hanta_N_1_internal_12	113	137	124	0	0	154	115	118	0
internal_long_Hanta_N_1_internal_13	75	176	176	7	45	271	40	106	45
internal_long_Hanta_N_1_internal_14	64	0	142	0	0	217	96	161	69
internal_long_Hanta_N_1_internal_15	110	156	192	0	0	119	143	244	0
internal_long_Hanta_N_1_internal_16	81	196	42	20	51	336	63	158	38
internal_long_Hanta_N_1_internal_17	117	0	295	0	171	235	180	271	114
internal_long_Hanta_N_1_internal_18	76	174	181	42	66	109	69	59	3
internal_long_Hanta_N_1_internal_19	104	176	151	0	0	200	98	151	0
internal_long_Hanta_N_1_internal_2	0	106	100	33	0	206	117	143	0
internal_long_Hanta_N_1_internal_20	82	145	349	42	53	176	163	63	31
internal_long_Hanta_N_1_internal_21	0	125	111	81	96	153	75	67	0
internal_long_Hanta_N_1_internal_22	29	125	73	54	95	150	87	72	2
internal_long_Hanta_N_1_internal_23	67	97	202	10	67	271	103	209	11
internal_long_Hanta_N_1_internal_24	56	142	263	103	107	191	138	199	48
internal_long_Hanta_N_1_internal_25	127	253	295	63	1	200	83	178	21
internal_long_Hanta_N_1_internal_26	206	313	416	0	0	473	178	329	0
internal_long_Hanta_N_1_internal_27	91	0	190	0	0	172	127	223	0
internal_long_Hanta_N_1_internal_28	139	320	401	51	47	317	200	305	18
internal_long_Hanta_N_1_internal_29	61	292	130	0	0	306	0	188	0
internal_long_Hanta_N_1_internal_3	83	219	310	0	0	177	99	176	0
internal_long_Hanta_N_1_internal_30	102	221	150	49	142	281	80	166	55
internal_long_Hanta_N_1_internal_31	89	0	287	0	0	60	139	74	0
internal_long_Hanta_N_1_internal_32	186	334	515	86	185	414	198	304	53
internal_long_Hanta_N_1_internal_33	63	92	180	0	0	136	117	0	48
internal_long_Hanta_N_1_internal_34	88	107	130	6	14	100	82	124	46
internal_long_Hanta_N_1_internal_35	0	80	144	97	89	165	88	89	0
internal_long_Hanta_N_1_internal_36	111	230	445	65	78	398	202	267	50
internal_long_Hanta_N_1_internal_37	23	345	262	144	75	309	142	299	14
internal_long_Hanta_N_1_internal_38	65	107	260	0	0	230	0	126	0
internal_long_Hanta_N_1_internal_39	337	459	735	84	276	1063	488	420	296
internal_long_Hanta_N_1_internal_4	53	174	118	37	72	58	57	144	3
internal_long_Hanta_N_1_internal_40	93	243	366	0	0	245	0	131	90
internal_long_Hanta_N_1_internal_41	18	90	175	5	64	101	71	56	52
internal_long_Hanta_N_1_internal_42	35	46	96	22	29	154	127	100	56
internal_long_Hanta_N_1_internal_43	0	0	121	40	0	122	0	66	27
internal_long_Hanta_N_1_internal_5	183	388	607	62	124	490	245	480	23
internal_long_Hanta_N_1_internal_6	13	83	235	56	6	255	110	129	69
internal_long_Hanta_N_1_internal_7	0	206	164	38	0	253	0	118	0
internal_long_Hanta_N_1_internal_8	70	123	243	0	0	163	102	70	0
internal_long_Hanta_N_1_internal_9	152	327	411	56	59	468	183	346	27
internal_long_InfluenzaAvirus_h3n2__internal_1	0	0	463	82	0	158	446	135	64
internal_long_InfluenzaAvirus_h3n2__internal_2	59	0	121	0	80	0	272	0	88
internal_long_InfluenzaAvirus_h3n2__internal_3	17	31	99	17	112	52	178	11	42
internal_long_InfluenzaAvirus_h5n1__internal_1	110	0	178	0	0	38	187	65	54
internal_long_InfluenzaAvirus_h5n1__internal_2	162	0	403	0	0	0	244	0	93
internal_long_InfluenzaAvirus_h5n1__internal_3	157	0	185	0	0	0	121	0	53
internal_long_InfluenzaAvirus_h5n1__internal_4	165	0	312	0	0	0	238	64	51
internal_long_InfluenzaAvirus_h5n1__internal_5	76	9	182	14	27	8	163	48	22
internal_long_InfluenzaAvirus_h5n1__internal_6	102	0	148	0	0	0	173	55	62
internal_long_InfluenzaAvirus_h5n1__internal_7	67	36	186	8	51	12	89	12	70
internal_long_InfluenzaAvirus_h5n1__internal_8	27	20	54	0	0	0	16	0	0
internal_long_Lyssavirus_rabies_internal_1	42	42	536	34	162	29	198	80	121
internal_long_Lyssavirus_rabies_internal_10	86	0	370	0	0	0	170	51	108
internal_long_Lyssavirus_rabies_internal_11	42	7	373	27	5	31	71	42	66
internal_long_Lyssavirus_rabies_internal_12	129	124	1043	21	113	96	215	56	141
internal_long_Lyssavirus_rabies_internal_13	61	0	436	0	0	0	116	82	62
internal_long_Lyssavirus_rabies_internal_14	129	123	845	55	115	88	308	102	202
internal_long_Lyssavirus_rabies_internal_15	32	89	245	0	0	0	125	0	26
internal_long_Lyssavirus_rabies_internal_16	31	18	262	4	63	17	62	18	43
internal_long_Lyssavirus_rabies_internal_17	54	80	340	0	0	29	111	0	60
internal_long_Lyssavirus_rabies_internal_18	57	0	337	0	0	0	153	0	90
internal_long_Lyssavirus_rabies_internal_19	47	20	436	22	82	22	109	54	68
internal_long_Lyssavirus_rabies_internal_2	36	93	561	14	52	17	163	29	85
internal_long_Lyssavirus_rabies_internal_20	147	45	1056	48	79	64	314	160	237
internal_long_Lyssavirus_rabies_internal_21	100	27	549	11	75	22	170	10	116
internal_long_Lyssavirus_rabies_internal_22	125	21	883	49	121	22	280	148	163
internal_long_Lyssavirus_rabies_internal_23	129	0	715	0	0	82	95	94	107
internal_long_Lyssavirus_rabies_internal_24	154	0	678	0	0	0	0	151	153
internal_long_Lyssavirus_rabies_internal_25	111	0	585	0	150	0	113	0	117
internal_long_Lyssavirus_rabies_internal_26	79	0	348	0	0	42	58	0	155
internal_long_Lyssavirus_rabies_internal_27	73	121	442	27	6	56	183	12	65
internal_long_Lyssavirus_rabies_internal_28	80	6	394	18	101	89	182	105	181
internal_long_Lyssavirus_rabies_internal_29	62	32	239	15	47	12	78	5	50
internal_long_Lyssavirus_rabies_internal_3	31	0	362	0	0	27	0	57	60
internal_long_Lyssavirus_rabies_internal_30	19	41	379	22	96	32	154	72	113
internal_long_Lyssavirus_rabies_internal_31	68	50	414	28	47	45	117	55	116
internal_long_Lyssavirus_rabies_internal_32	124	0	623	0	0	0	130	85	106
internal_long_Lyssavirus_rabies_internal_33	57	4	336	7	14	23	88	27	83
internal_long_Lyssavirus_rabies_internal_34	60	0	334	0	73	26	47	0	106
internal_long_Lyssavirus_rabies_internal_35	48	4	245	15	55	16	81	20	47
internal_long_Lyssavirus_rabies_internal_36	74	0	374	0	0	60	149	0	109
internal_long_Lyssavirus_rabies_internal_37	110	0	268	0	0	0	49	56	139
internal_long_Lyssavirus_rabies_internal_38	113	47	536	19	62	18	274	153	145
internal_long_Lyssavirus_rabies_internal_39	0	0	747	87	0	76	105	0	202
internal_long_Lyssavirus_rabies_internal_4	22	45	285	5	6	10	111	24	24
internal_long_Lyssavirus_rabies_internal_40	79	95	419	28	18	40	104	57	117
internal_long_Lyssavirus_rabies_internal_41	90	0	716	0	0	51	228	0	115
internal_long_Lyssavirus_rabies_internal_42	213	197	1529	83	35	74	430	144	270
internal_long_Lyssavirus_rabies_internal_43	61	90	283	0	0	0	57	0	41
internal_long_Lyssavirus_rabies_internal_44	70	101	314	0	82	0	56	0	0
internal_long_Lyssavirus_rabies_internal_45	64	52	611	30	85	17	64	34	97
internal_long_Lyssavirus_rabies_internal_5	29	76	398	39	1	24	95	55	89
internal_long_Lyssavirus_rabies_internal_6	181	142	1158	42	148	98	305	114	177
internal_long_Lyssavirus_rabies_internal_7	57	80	527	9	83	54	107	23	62
internal_long_Lyssavirus_rabies_internal_8	29	31	293	11	31	38	68	41	22
internal_long_Lyssavirus_rabies_internal_9	0	131	569	82	111	58	192	0	93
internal_long_Mumps_orthorubulavirus_internal_1	47	0	293	0	100	44	64	0	87
internal_long_Mumps_orthorubulavirus_internal_2	88	57	213	11	68	19	116	34	18
internal_long_Mumps_orthorubulavirus_internal_3	56	359	247	52	150	19	180	65	7
internal_long_Mumps_orthorubulavirus_internal_4	0	827	359	205	337	111	541	289	0
internal_long_Mumps_orthorubulavirus_internal_5	35	30	169	14	44	19	136	51	55
internal_long_Mumps_orthorubulavirus_internal_6	0	0	100	21	0	0	66	0	0
internal_long_Orthomyxo_infA_HA_internal_1	281	114	19	276	369	54	248	298	125
internal_long_Orthomyxo_infA_HA_internal_10	1203	237	513	461	1032	168	950	1172	342
internal_long_Orthomyxo_infA_HA_internal_11	467	100	151	176	317	55	317	440	55
internal_long_Orthomyxo_infA_HA_internal_12	203	0	190	0	128	0	187	139	61
internal_long_Orthomyxo_infA_HA_internal_13	429	108	94	18	324	103	336	425	52
internal_long_Orthomyxo_infA_HA_internal_14	361	5	236	44	277	73	326	273	99
internal_long_Orthomyxo_infA_HA_internal_15	306	0	281	0	238	0	339	298	99
internal_long_Orthomyxo_infA_HA_internal_16	466	93	231	53	263	43	218	266	100
internal_long_Orthomyxo_infA_HA_internal_17	241	2	193	9	58	3	173	90	19
internal_long_Orthomyxo_infA_HA_internal_18	344	131	61	116	241	17	177	344	110
internal_long_Orthomyxo_infA_HA_internal_19	215	19	99	16	201	40	135	227	46
internal_long_Orthomyxo_infA_HA_internal_2	59	0	89	51	131	63	206	234	0
internal_long_Orthomyxo_infA_HA_internal_20	189	0	107	0	111	78	191	127	63
internal_long_Orthomyxo_infA_HA_internal_21	189	0	0	0	177	77	105	170	70
internal_long_Orthomyxo_infA_HA_internal_22	225	0	380	117	0	64	256	90	53
internal_long_Orthomyxo_infA_HA_internal_23	244	15	139	4	192	33	162	127	38
internal_long_Orthomyxo_infA_HA_internal_3	168	0	0	0	202	42	208	285	0
internal_long_Orthomyxo_infA_HA_internal_4	154	0	123	0	172	0	180	270	0
internal_long_Orthomyxo_infA_HA_internal_5	111	8	163	26	196	57	229	309	30
internal_long_Orthomyxo_infA_HA_internal_6	216	74	87	159	263	93	152	154	59
internal_long_Orthomyxo_infA_HA_internal_7	247	0	0	93	297	0	214	344	58
internal_long_Orthomyxo_infA_HA_internal_8	240	95	226	123	258	42	212	221	77
internal_long_Orthomyxo_infA_HA_internal_9	155	37	147	15	112	37	135	18	82
internal_long_Orthomyxo_infA_M1_internal_1	30	105	70	4	44	51	94	39	272
internal_long_Orthomyxo_infA_M1_internal_2	31	0	108	0	0	0	107	92	119
internal_long_Orthomyxo_infA_M2_internal_1	0	0	206	0	0	0	66	125	163
internal_long_Orthomyxo_infA_M42_internal_1	0	0	121	0	0	0	193	171	52
internal_long_Orthomyxo_infA_NA_internal_1	216	83	71	56	142	9	100	51	53
internal_long_Orthomyxo_infA_NA_internal_10	120	0	158	0	92	0	127	0	85
internal_long_Orthomyxo_infA_NA_internal_11	109	0	158	0	139	65	133	56	81
internal_long_Orthomyxo_infA_NA_internal_12	303	99	173	35	80	15	194	42	115
internal_long_Orthomyxo_infA_NA_internal_13	140	19	183	24	145	51	119	48	77
internal_long_Orthomyxo_infA_NA_internal_14	240	26	311	55	88	58	185	16	88
internal_long_Orthomyxo_infA_NA_internal_15	178	0	211	0	0	0	158	0	98
internal_long_Orthomyxo_infA_NA_internal_16	251	0	371	0	0	0	180	0	62
internal_long_Orthomyxo_infA_NA_internal_17	100	19	113	97	89	1	121	40	36
internal_long_Orthomyxo_infA_NA_internal_18	140	100	159	5	62	49	164	19	32
internal_long_Orthomyxo_infA_NA_internal_19	188	0	201	0	0	0	135	69	72
internal_long_Orthomyxo_infA_NA_internal_2	265	125	148	83	149	113	161	129	69
internal_long_Orthomyxo_infA_NA_internal_20	315	111	367	131	272	25	245	69	115
internal_long_Orthomyxo_infA_NA_internal_3	89	29	110	62	70	80	50	111	47
internal_long_Orthomyxo_infA_NA_internal_4	142	3	172	23	110	34	60	58	98
internal_long_Orthomyxo_infA_NA_internal_5	177	113	100	26	149	72	114	84	42
internal_long_Orthomyxo_infA_NA_internal_6	277	96	223	40	188	77	104	137	56
internal_long_Orthomyxo_infA_NA_internal_7	240	69	264	41	174	4	236	52	145
internal_long_Orthomyxo_infA_NA_internal_8	196	163	91	67	199	82	195	104	73
internal_long_Orthomyxo_infA_NA_internal_9	142	71	99	83	140	36	193	124	34
internal_long_Orthomyxo_infA_NP_internal_1	0	0	225	37	0	0	74	224	0
internal_long_Orthomyxo_infA_NP_internal_2	50	0	244	0	0	35	159	130	0
internal_long_Orthomyxo_infA_NP_internal_3	0	0	187	0	0	0	68	212	103
internal_long_Orthomyxo_infA_NP_internal_4	0	0	326	38	155	56	174	194	66
internal_long_Orthomyxo_infA_NP_internal_5	45	0	166	0	0	40	146	71	142
internal_long_Orthomyxo_infA_NS1_internal_1	33	38	132	5	9	15	110	133	65
internal_long_Orthomyxo_infA_NS1_internal_2	10	241	93	49	146	21	115	162	31
internal_long_Orthomyxo_infA_NS1_internal_3	22	38	0	0	41	0	104	70	45
internal_long_Orthomyxo_infA_NS2_internal_1	55	0	209	0	0	0	218	72	34
internal_long_Orthomyxo_infA_NS3_internal_1	16	0	55	0	30	0	39	26	0
internal_long_Orthomyxo_infA_PA-N182_internal_1	0	0	235	0	0	68	140	160	125
internal_long_Orthomyxo_infA_PA-N182_internal_2	43	0	143	0	0	0	191	175	64
internal_long_Orthomyxo_infA_PA-N182_internal_3	56	0	192	0	0	0	166	94	108
internal_long_Orthomyxo_infA_PA-N182_internal_4	106	0	178	0	0	54	223	141	125
internal_long_Orthomyxo_infA_PA-N182_internal_5	94	0	203	0	0	50	201	110	83
internal_long_Orthomyxo_infA_PA-N182_internal_6	34	0	190	0	0	30	114	145	103
internal_long_Orthomyxo_infA_PA-X_internal_1	78	0	226	0	0	0	142	239	78
internal_long_Orthomyxo_infA_PA-X_internal_2	40	0	150	0	0	0	125	236	115
internal_long_Orthomyxo_infA_PA-X_internal_3	35	0	172	0	0	0	124	177	70
internal_long_Orthomyxo_infA_PA-X_internal_4	66	0	222	0	0	0	162	271	87
internal_long_Orthomyxo_infA_PA-X_internal_5	108	0	204	0	0	0	213	308	194
internal_long_Orthomyxo_infA_PA-X_internal_6	25	0	204	0	0	0	115	201	43
internal_long_Orthomyxo_infA_PA_internal_1	101	0	310	0	0	0	98	0	81
internal_long_Orthomyxo_infA_PA_internal_2	50	0	247	0	0	47	189	0	94
internal_long_Orthomyxo_infA_PA_internal_3	59	0	245	0	0	55	144	73	47
internal_long_Orthomyxo_infA_PA_internal_4	162	0	389	0	0	66	294	71	240
internal_long_Orthomyxo_infA_PA_internal_5	81	68	429	53	32	29	309	148	231
internal_long_Orthomyxo_infA_PA_internal_6	25	6	173	35	11	25	57	78	48
internal_long_Orthomyxo_infA_PB1-F2_2_internal_1	0	0	260	0	0	87	197	0	136
internal_long_Orthomyxo_infA_PB1-N40_internal_1	135	0	326	0	0	92	194	146	131
internal_long_Orthomyxo_infA_PB1-N40_internal_2	97	0	221	0	0	56	198	119	71
internal_long_Orthomyxo_infA_PB1-N40_internal_3	116	0	161	0	0	102	157	0	83
internal_long_Orthomyxo_infA_PB1-N40_internal_4	54	0	152	0	0	82	183	120	105
internal_long_Orthomyxo_infA_PB1-N40_internal_5	76	92	232	0	0	25	132	0	0
internal_long_Orthomyxo_infA_PB1-N40_internal_6	32	252	297	0	0	49	72	0	44
internal_long_Orthomyxo_infA_PB1-N40_internal_7	24	0	262	0	0	25	84	94	40
internal_long_Orthomyxo_infA_PB1-N40_internal_8	0	0	86	13	0	0	73	33	0
internal_long_Orthomyxo_infA_PB1_internal_1	29	27	150	1	23	107	147	136	105
internal_long_Orthomyxo_infA_PB1_internal_2	66	94	130	42	0	0	185	0	61
internal_long_Orthomyxo_infA_PB1_internal_3	24	74	226	0	0	39	83	79	28
internal_long_Orthomyxo_infA_PB1_internal_4	107	0	198	0	0	69	143	0	74
internal_long_Orthomyxo_infA_PB1_internal_5	162	0	164	0	0	33	128	70	70
internal_long_Orthomyxo_infA_PB1_internal_6	132	0	222	0	0	0	204	85	0
internal_long_Orthomyxo_infA_PB1_internal_7	49	0	158	0	0	35	158	128	41
internal_long_Orthomyxo_infA_PB1_internal_8	86	0	231	0	0	0	129	130	42
internal_long_Orthomyxo_infA_PB2_internal_1	118	0	454	0	0	129	153	136	154
internal_long_Orthomyxo_infA_PB2_internal_2	89	0	203	0	0	135	78	54	211
internal_long_Orthomyxo_infA_PB2_internal_3	101	0	284	0	0	99	158	211	75
internal_long_Orthomyxo_infA_PB2_internal_4	70	0	199	0	0	48	85	133	98
internal_long_Orthomyxo_infA_PB2_internal_5	96	0	149	0	0	40	94	118	91
internal_long_Orthomyxo_infA_PB2_internal_6	113	0	360	0	0	171	93	181	210
internal_long_Orthomyxo_infA_PB2_internal_7	67	0	165	0	78	0	124	74	111
internal_long_Orthomyxo_infA_PB2_internal_8	50	0	253	0	0	54	72	100	54
internal_long_Orthomyxo_infA_PB2_internal_9	60	0	131	0	0	69	0	36	58
internal_long_Orthomyxo_infB_NA_internal_1	57	0	68	0	0	0	53	0	36
internal_long_Orthomyxo_infB_NS1_internal_1	0	0	78	14	0	0	72	0	19
internal_long_Orthomyxo_infB_PA_internal_1	43	0	72	0	0	25	82	25	28
internal_long_Orthomyxo_infB_PB1_2_internal_1	17	0	51	0	0	0	38	25	11
internal_long_Orthomyxo_infB_PB2_2_internal_1	34	0	70	30	0	22	83	0	46
internal_long_Orthomyxo_infC_HEF_internal_1	90	40	54	0	0	0	0	0	0
internal_long_Orthomyxo_infC_PB2_internal_1	17	0	44	23	0	19	34	0	8
internal_long_Paramyxo_F_1_internal_1	85	185	320	0	146	85	177	0	0
internal_long_Paramyxo_F_1_internal_2	220	190	456	0	0	68	157	0	0
internal_long_Paramyxo_F_1_internal_3	464	0	0	0	781	375	445	426	0
internal_long_Paramyxo_F_3_internal_1	12	0	52	0	0	0	26	22	12
internal_long_Paramyxo_G_1_internal_1	0	0	423	0	0	70	0	0	55
internal_long_Paramyxo_G_1_internal_2	0	0	232	0	0	47	55	0	62
internal_long_Paramyxo_G_2_internal_1	12	0	60	0	30	0	31	0	0
internal_long_Paramyxo_G_3_internal_1	0	0	650	0	0	0	0	0	66
internal_long_Paramyxo_G_3_internal_2	0	47	216	0	0	0	0	0	0
internal_long_Paramyxo_HN_1_internal_1	136	0	301	0	0	0	145	51	55
internal_long_Paramyxo_HN_1_internal_10	64	112	301	35	23	45	152	56	6
internal_long_Paramyxo_HN_1_internal_100	322	1271	1381	302	319	122	754	688	189
internal_long_Paramyxo_HN_1_internal_101	105	91	224	0	0	0	184	212	39
internal_long_Paramyxo_HN_1_internal_102	157	148	539	0	0	0	191	137	73
internal_long_Paramyxo_HN_1_internal_103	269	748	1327	204	150	66	674	465	192
internal_long_Paramyxo_HN_1_internal_104	443	1766	1390	451	771	73	819	789	37
internal_long_Paramyxo_HN_1_internal_105	333	755	1253	264	387	107	959	514	170
internal_long_Paramyxo_HN_1_internal_106	96	0	190	49	0	0	123	122	72
internal_long_Paramyxo_HN_1_internal_107	120	191	516	0	0	0	177	79	0
internal_long_Paramyxo_HN_1_internal_108	67	109	292	0	0	0	88	46	54
internal_long_Paramyxo_HN_1_internal_109	167	279	647	0	0	0	183	106	65
internal_long_Paramyxo_HN_1_internal_11	217	161	547	0	0	0	221	180	91
internal_long_Paramyxo_HN_1_internal_110	94	183	485	36	25	46	156	92	89
internal_long_Paramyxo_HN_1_internal_111	525	1423	1469	341	735	0	794	627	0
internal_long_Paramyxo_HN_1_internal_112	268	1410	1482	400	601	131	781	577	181
internal_long_Paramyxo_HN_1_internal_113	389	1607	1166	313	758	108	998	686	71
internal_long_Paramyxo_HN_1_internal_114	536	1031	1324	264	287	21	774	483	286
internal_long_Paramyxo_HN_1_internal_115	441	628	1147	81	33	22	442	328	176
internal_long_Paramyxo_HN_1_internal_116	184	172	580	90	0	0	271	142	89
internal_long_Paramyxo_HN_1_internal_117	133	98	286	0	0	0	102	0	30
internal_long_Paramyxo_HN_1_internal_118	465	1627	1312	416	655	44	849	878	162
internal_long_Paramyxo_HN_1_internal_119	387	720	1308	151	187	64	675	542	171
internal_long_Paramyxo_HN_1_internal_12	298	1820	1475	424	700	161	653	799	4
internal_long_Paramyxo_HN_1_internal_120	58	69	258	25	17	37	120	83	52
internal_long_Paramyxo_HN_1_internal_121	85	112	271	47	0	0	106	72	0
internal_long_Paramyxo_HN_1_internal_122	84	0	390	48	0	0	168	57	62
internal_long_Paramyxo_HN_1_internal_123	90	99	507	8	29	31	170	130	81
internal_long_Paramyxo_HN_1_internal_124	143	199	451	0	0	0	84	0	0
